id,surah_id,number
1382,4,4.237
1383,4,4.238
1384,4,4.239
1385,4,4.240
1386,4,4.241
1387,4,4.242
1388,4,4.243
1389,4,4.244
1390,4,4.245
1391,4,4.246
1392,4,4.247
1393,4,4.248
1394,4,4.249
1395,4,4.250
1396,4,4.251
1397,4,4.252
1398,4,4.253
1399,4,4.254
1400,4,4.255
1401,4,4.256
1402,4,4.257
1403,4,4.258
1404,4,4.259
1405,4,4.260
1406,4,4.261
1407,4,4.262
1408,4,4.263
1409,4,4.264
1410,4,4.265
1411,4,4.266
1412,4,4.267
1413,4,4.268
1414,4,4.269
1415,4,4.270
1416,4,4.271
1417,4,4.272
1418,4,4.273
1419,4,4.274
1420,4,4.275
1421,4,4.276
1422,4,4.277
1423,4,4.278
1424,4,4.279
1425,4,4.280
1426,4,4.281
1427,4,4.282
1428,4,4.283
1429,4,4.284
1430,4,4.285
1431,4,4.286
1432,4,4.287
1433,4,4.288
1434,4,4.289
1435,4,4.290
1436,4,4.291
1437,4,4.292
1438,4,4.293
1439,4,4.294
1440,4,4.295
1441,4,4.296
1442,4,4.297
1443,4,4.298
1444,4,4.299
1445,4,4.300
1446,4,4.301
1447,4,4.302
1448,5,5.1
1449,5,5.2
1450,5,5.3
1451,5,5.4
1452,5,5.5
1453,5,5.6
1454,5,5.7
1455,5,5.8
1456,5,5.9
1457,5,5.10
1458,5,5.11
1459,5,5.12
1460,5,5.13
1461,5,5.14
1462,5,5.15
1463,5,5.16
1464,5,5.17
1465,5,5.18
1466,5,5.19
1467,5,5.20
1468,5,5.21
1469,5,5.22
1470,5,5.23
1471,5,5.24
1472,5,5.25
1473,5,5.26
1474,5,5.27
1475,5,5.28
1476,5,5.29
1477,5,5.30
1478,5,5.31
1479,5,5.32
1480,5,5.33
1481,5,5.34
1482,5,5.35
1483,5,5.36
1484,5,5.37
1485,5,5.38
1486,5,5.39
1487,5,5.40
1488,5,5.41
1489,5,5.42
1490,5,5.43
1491,5,5.44
1492,5,5.45
1493,5,5.46
1494,5,5.47
1495,5,5.48
1496,5,5.49
1497,5,5.50
1498,5,5.51
1499,5,5.52
1500,5,5.53
1501,5,5.54
1502,5,5.55
1503,5,5.56
1504,5,5.57
1505,5,5.58
1506,5,5.59
1507,5,5.60
1508,5,5.61
1509,5,5.62
1510,5,5.63
1511,5,5.64
1512,5,5.65
1513,5,5.66
1514,5,5.67
1515,5,5.68
1516,5,5.69
1517,5,5.70
1518,5,5.71
1519,5,5.72
1520,5,5.73
1521,5,5.74
1522,5,5.75
1523,5,5.76
1524,5,5.77
1525,5,5.78
1526,5,5.79
1527,5,5.80
1528,5,5.81
1529,5,5.82
1530,5,5.83
1531,5,5.84
1532,5,5.85
1533,5,5.86
1534,5,5.87
1535,5,5.88
1536,5,5.89
1537,5,5.90
1538,5,5.91
1539,5,5.92
1540,5,5.93
1541,5,5.94
1542,5,5.95
1543,5,5.96
1544,5,5.97
1545,5,5.98
1546,5,5.99
1547,5,5.100
1548,5,5.101
1549,5,5.102
1550,5,5.103
1551,5,5.104
1552,5,5.105
1553,5,5.106
1554,5,5.107
1555,5,5.108
1556,5,5.109
1557,5,5.110
1558,5,5.111
1559,5,5.112
1560,5,5.113
1561,5,5.114
1562,5,5.115
1563,5,5.116
1564,5,5.117
1565,5,5.118
1566,5,5.119
1567,5,5.120
1568,5,5.121
1569,5,5.122
1570,5,5.123
1571,5,5.124
1572,5,5.125
1573,5,5.126
1574,5,5.127
1575,5,5.128
1576,5,5.129
1577,5,5.130
1578,5,5.131
1579,5,5.132
1580,5,5.133
1581,5,5.134
1582,5,5.135
1583,5,5.136
1584,5,5.137
1585,5,5.138
1586,5,5.139
1587,5,5.140
1588,5,5.141
1589,5,5.142
1590,5,5.143
1591,5,5.144
1592,5,5.145
1593,5,5.146
1594,5,5.147
1595,5,5.148
1596,5,5.149
1597,5,5.150
1598,5,5.151
1599,5,5.152
1600,5,5.153
1601,5,5.154
1602,5,5.155
1603,5,5.156
1604,5,5.157
1605,5,5.158
1606,5,5.159
1607,5,5.160
1608,5,5.161
1609,5,5.162
1610,5,5.163
1611,5,5.164
1612,5,5.165
1613,5,5.166
1614,5,5.167
1615,5,5.168
1616,5,5.169
1617,5,5.170
1618,5,5.171
1619,5,5.172
1620,5,5.173
1621,5,5.174
1622,5,5.175
1623,5,5.176
1624,5,5.177
1625,5,5.178
1626,5,5.179
1627,5,5.180
1628,5,5.181
1629,5,5.182
1630,5,5.183
1631,5,5.184
1632,5,5.185
1633,5,5.186
1634,5,5.187
1635,5,5.188
1636,5,5.189
1637,5,5.190
1638,5,5.191
1639,5,5.192
1640,5,5.193
1641,5,5.194
1642,5,5.195
1643,5,5.196
1644,5,5.197
1645,5,5.198
1646,5,5.199
1647,5,5.200
1648,5,5.201
1649,5,5.202
1650,5,5.203
1651,5,5.204
1652,5,5.205
1653,5,5.206
1654,5,5.207
1655,5,5.208
1656,5,5.209
1657,5,5.210
1658,5,5.211
1659,5,5.212
1660,5,5.213
1661,5,5.214
1662,5,5.215
1663,5,5.216
1664,5,5.217
1665,5,5.218
1666,5,5.219
1667,5,5.220
1668,5,5.221
1669,5,5.222
1670,5,5.223
1671,5,5.224
1672,5,5.225
1673,5,5.226
1674,5,5.227
1675,5,5.228
1676,5,5.229
1677,5,5.230
1678,5,5.231
1679,5,5.232
1680,5,5.233
1681,5,5.234
1682,5,5.235
1683,5,5.236
1684,5,5.237
1685,5,5.238
1686,5,5.239
1687,5,5.240
1688,5,5.241
1689,5,5.242
1690,5,5.243
1691,5,5.244
1692,5,5.245
1693,5,5.246
1694,5,5.247
1695,5,5.248
1696,5,5.249
1697,5,5.250
1698,5,5.251
1699,5,5.252
1700,5,5.253
1701,5,5.254
1702,5,5.255
1703,5,5.256
1704,6,6.1
1705,6,6.2
1706,6,6.3
1707,6,6.4
1708,6,6.5
1709,6,6.6
1710,6,6.7
1711,6,6.8
1712,6,6.9
1713,6,6.10
1714,6,6.11
1715,6,6.12
1716,6,6.13
1717,6,6.14
1718,6,6.15
1719,6,6.16
1720,6,6.17
1721,6,6.18
1722,6,6.19
1723,6,6.20
1724,6,6.21
1725,6,6.22
1726,6,6.23
1727,6,6.24
1728,6,6.25
1729,6,6.26
1730,6,6.27
1731,6,6.28
1732,6,6.29
1733,6,6.30
1734,6,6.31
1735,6,6.32
1736,6,6.33
1737,6,6.34
1738,6,6.35
1739,6,6.36
1740,6,6.37
1741,6,6.38
1742,6,6.39
1743,6,6.40
1744,6,6.41
1745,6,6.42
1746,6,6.43
1747,6,6.44
1748,6,6.45
1749,6,6.46
1750,6,6.47
1751,6,6.48
1752,6,6.49
1753,6,6.50
1754,6,6.51
1755,6,6.52
1756,6,6.53
1757,6,6.54
1758,6,6.55
1759,6,6.56
1760,6,6.57
1761,6,6.58
1762,6,6.59
1763,6,6.60
1764,6,6.61
1765,6,6.62
1766,6,6.63
1767,6,6.64
1768,6,6.65
1769,6,6.66
1770,6,6.67
1771,6,6.68
1772,6,6.69
1773,6,6.70
1774,6,6.71
1775,6,6.72
1776,6,6.73
1777,6,6.74
1778,6,6.75
1779,6,6.76
1780,6,6.77
1781,6,6.78
1782,6,6.79
1783,6,6.80
1784,6,6.81
1785,6,6.82
1786,6,6.83
1787,6,6.84
1788,6,6.85
1789,6,6.86
1790,6,6.87
1791,6,6.88
1792,6,6.89
1793,6,6.90
1794,6,6.91
1795,6,6.92
1796,6,6.93
1797,6,6.94
1798,6,6.95
1799,6,6.96
1800,6,6.97
1801,6,6.98
1802,6,6.99
1803,6,6.100
1804,6,6.101
1805,6,6.102
1806,6,6.103
1807,6,6.104
1808,6,6.105
1809,6,6.106
1810,6,6.107
1811,6,6.108
1812,6,6.109
1813,6,6.110
1814,6,6.111
1815,6,6.112
1816,6,6.113
1817,6,6.114
1818,6,6.115
1819,6,6.116
1820,6,6.117
1821,6,6.118
1822,6,6.119
1823,6,6.120
1824,6,6.121
1825,6,6.122
1826,6,6.123
1827,6,6.124
1828,6,6.125
1829,6,6.126
1830,6,6.127
1831,6,6.128
1832,6,6.129
1833,6,6.130
1834,6,6.131
1835,6,6.132
1836,6,6.133
1837,6,6.134
1838,6,6.135
1839,6,6.136
1840,6,6.137
1841,6,6.138
1842,6,6.139
1843,6,6.140
1844,6,6.141
1845,6,6.142
1846,6,6.143
1847,6,6.144
1848,6,6.145
1849,6,6.146
1850,6,6.147
1851,6,6.148
1852,6,6.149
1853,6,6.150
1854,6,6.151
1855,6,6.152
1856,6,6.153
1857,6,6.154
1858,6,6.155
1859,6,6.156
1860,6,6.157
1861,6,6.158
1862,6,6.159
1863,6,6.160
1864,6,6.161
1865,6,6.162
1866,6,6.163
1867,6,6.164
1868,6,6.165
1869,6,6.166
1870,6,6.167
1871,6,6.168
1872,6,6.169
1873,6,6.170
1874,6,6.171
1875,6,6.172
1876,6,6.173
1877,6,6.174
1878,6,6.175
1879,6,6.176
1880,6,6.177
1881,6,6.178
1882,6,6.179
1883,6,6.180
1884,6,6.181
1885,6,6.182
1886,6,6.183
1887,6,6.184
1888,6,6.185
1889,6,6.186
1890,6,6.187
1891,6,6.188
1892,6,6.189
1893,6,6.190
1894,6,6.191
1895,6,6.192
1896,6,6.193
1897,6,6.194
1898,6,6.195
1899,6,6.196
1900,6,6.197
1901,6,6.198
1902,6,6.199
1903,6,6.200
1904,6,6.201
1905,6,6.202
1906,6,6.203
1907,6,6.204
1908,6,6.205
1909,6,6.206
1910,6,6.207
1911,6,6.208
1912,6,6.209
1913,6,6.210
1914,6,6.211
1915,6,6.212
1916,6,6.213
1917,6,6.214
1918,6,6.215
1919,6,6.216
1920,6,6.217
1921,6,6.218
1922,6,6.219
1923,6,6.220
1924,6,6.221
1925,6,6.222
1926,6,6.223
1927,6,6.224
1928,6,6.225
1929,6,6.226
1930,6,6.227
1931,6,6.228
1932,6,6.229
1933,6,6.230
1934,6,6.231
1935,6,6.232
1936,6,6.233
1937,6,6.234
1938,6,6.235
1939,6,6.236
1940,6,6.237
1941,6,6.238
1942,6,6.239
1943,6,6.240
1944,6,6.241
1945,7,7.1
1946,7,7.2
1947,7,7.3
1948,7,7.4
1949,7,7.5
1950,7,7.6
1951,7,7.7
1952,7,7.8
1953,7,7.9
1954,7,7.10
1955,7,7.11
1956,7,7.12
1957,7,7.13
1958,7,7.14
1959,7,7.15
1960,7,7.16
1961,7,7.17
1962,7,7.18
1963,7,7.19
1964,7,7.20
1965,7,7.21
1966,7,7.22
1967,7,7.23
1968,7,7.24
1969,7,7.25
1970,7,7.26
1971,7,7.27
1972,7,7.28
1973,7,7.29
1974,7,7.30
1975,7,7.31
1976,7,7.32
1977,7,7.33
1978,7,7.34
1979,7,7.35
1980,7,7.36
1981,7,7.37
1982,7,7.38
1983,7,7.39
1984,7,7.40
1985,7,7.41
1986,7,7.42
1987,7,7.43
1988,7,7.44
1989,7,7.45
1990,7,7.46
1991,7,7.47
1992,7,7.48
1993,7,7.49
1994,7,7.50
1995,7,7.51
1996,7,7.52
1997,7,7.53
1998,7,7.54
1999,7,7.55
2000,7,7.56
2001,7,7.57
2002,7,7.58
2003,7,7.59
2004,7,7.60
2005,7,7.61
2006,7,7.62
2007,7,7.63
2008,7,7.64
2009,7,7.65
2010,7,7.66
2011,7,7.67
2012,7,7.68
2013,7,7.69
2014,7,7.70
2015,7,7.71
2016,7,7.72
2017,7,7.73
2018,7,7.74
2019,7,7.75
2020,7,7.76
2021,7,7.77
2022,7,7.78
2023,7,7.79
2024,7,7.80
2025,7,7.81
2026,7,7.82
2027,7,7.83
2028,7,7.84
2029,7,7.85
2030,7,7.86
2031,7,7.87
2032,7,7.88
2033,7,7.89
2034,7,7.90
2035,7,7.91
2036,7,7.92
2037,7,7.93
2038,7,7.94
2039,7,7.95
2040,7,7.96
2041,7,7.97
2042,7,7.98
2043,7,7.99
2044,7,7.100
2045,7,7.101
2046,7,7.102
2047,7,7.103
2048,7,7.104
2049,7,7.105
2050,7,7.106
2051,7,7.107
2052,7,7.108
2053,7,7.109
2054,7,7.110
2055,7,7.111
2056,7,7.112
2057,7,7.113
2058,7,7.114
2059,7,7.115
2060,7,7.116
2061,7,7.117
2062,7,7.118
2063,7,7.119
2064,7,7.120
2065,7,7.121
2066,7,7.122
2067,7,7.123
2068,7,7.124
2069,7,7.125
2070,7,7.126
2071,7,7.127
2072,7,7.128
2073,7,7.129
2074,7,7.130
2075,7,7.131
2076,7,7.132
2077,7,7.133
2078,7,7.134
2079,7,7.135
2080,7,7.136
2081,7,7.137
2082,7,7.138
2083,7,7.139
2084,7,7.140
2085,7,7.141
2086,7,7.142
2087,7,7.143
2088,7,7.144
2089,7,7.145
2090,7,7.146
2091,7,7.147
2092,7,7.148
2093,7,7.149
2094,7,7.150
2095,7,7.151
2096,7,7.152
2097,7,7.153
2098,7,7.154
2099,7,7.155
2100,7,7.156
2101,7,7.157
2102,7,7.158
2103,7,7.159
2104,7,7.160
2105,7,7.161
2106,7,7.162
2107,7,7.163
2108,7,7.164
2109,7,7.165
2110,7,7.166
2111,7,7.167
2112,7,7.168
2113,7,7.169
2114,7,7.170
2115,7,7.171
2116,7,7.172
2117,7,7.173
2118,7,7.174
2119,7,7.175
2120,7,7.176
2121,7,7.177
2122,7,7.178
2123,7,7.179
2124,7,7.180
2125,7,7.181
2126,7,7.182
2127,7,7.183
2128,7,7.184
2129,7,7.185
2130,7,7.186
2131,7,7.187
2132,7,7.188
2133,7,7.189
2134,7,7.190
2135,7,7.191
2136,7,7.192
2137,7,7.193
2138,7,7.194
2139,7,7.195
2140,7,7.196
2141,7,7.197
2142,7,7.198
2143,7,7.199
2144,7,7.200
2145,7,7.201
2146,7,7.202
2147,7,7.203
2148,7,7.204
2149,7,7.205
2150,7,7.206
2151,7,7.207
2152,7,7.208
2153,7,7.209
2154,7,7.210
2155,7,7.211
2156,7,7.212
2157,7,7.213
2158,7,7.214
2159,7,7.215
2160,7,7.216
2161,7,7.217
2162,7,7.218
2163,7,7.219
2164,7,7.220
2165,7,7.221
2166,7,7.222
2167,7,7.223
2168,7,7.224
2169,7,7.225
2170,7,7.226
2171,7,7.227
2172,7,7.228
2173,7,7.229
2174,7,7.230
2175,7,7.231
2176,7,7.232
2177,7,7.233
2178,7,7.234
2179,7,7.235
2180,8,8.1
2181,8,8.2
2182,8,8.3
2183,8,8.4
2184,8,8.5
2185,8,8.6
2186,8,8.7
2187,8,8.8
2188,8,8.9
2189,8,8.10
2190,8,8.11
2191,8,8.12
2192,8,8.13
2193,8,8.14
2194,8,8.15
2195,8,8.16
2196,8,8.17
2197,8,8.18
2198,8,8.19
2199,8,8.20
2200,8,8.21
2201,8,8.22
2202,8,8.23
2203,8,8.24
2204,8,8.25
2205,8,8.26
2206,8,8.27
2207,8,8.28
2208,8,8.29
2209,8,8.30
2210,8,8.31
2211,8,8.32
2212,8,8.33
2213,8,8.34
2214,8,8.35
2215,8,8.36
2216,8,8.37
2217,8,8.38
2218,8,8.39
2219,8,8.40
2220,8,8.41
2221,8,8.42
2222,8,8.43
2223,8,8.44
2224,8,8.45
2225,8,8.46
2226,8,8.47
2227,8,8.48
2228,8,8.49
2229,8,8.50
2230,8,8.51
2231,8,8.52
2232,8,8.53
2233,8,8.54
2234,8,8.55
2235,8,8.56
2236,8,8.57
2237,8,8.58
2238,8,8.59
2239,8,8.60
2240,8,8.61
2241,8,8.62
2242,8,8.63
2243,8,8.64
2244,8,8.65
2245,8,8.66
2246,8,8.67
2247,8,8.68
2248,8,8.69
2249,8,8.70
2250,8,8.71
2251,8,8.72
2252,8,8.73
2253,8,8.74
2254,8,8.75
2255,8,8.76
2256,8,8.77
2257,8,8.78
2258,8,8.79
2259,8,8.80
2260,8,8.81
2261,8,8.82
2262,8,8.83
2263,9,9.1
2264,9,9.2
2265,9,9.3
2266,9,9.4
2267,9,9.5
2268,9,9.6
2269,9,9.7
2270,9,9.8
2271,9,9.9
2272,9,9.10
2273,9,9.11
2274,9,9.12
2275,9,9.13
2276,9,9.14
2277,9,9.15
2278,9,9.16
2279,9,9.17
2280,9,9.18
2281,9,9.19
2282,9,9.20
2283,9,9.21
2284,9,9.22
2285,9,9.23
2286,9,9.24
2287,9,9.25
2288,9,9.26
2289,9,9.27
2290,9,9.28
2291,9,9.29
2292,9,9.30
2293,9,9.31
2294,9,9.32
2295,9,9.33
2296,9,9.34
2297,9,9.35
2298,9,9.36
2299,9,9.37
2300,9,9.38
2301,9,9.39
2302,9,9.40
2303,9,9.41
2304,9,9.42
2305,9,9.43
2306,9,9.44
2307,9,9.45
2308,9,9.46
2309,9,9.47
2310,9,9.48
2311,9,9.49
2312,9,9.50
2313,9,9.51
2314,9,9.52
2315,9,9.53
2316,9,9.54
2317,9,9.55
2318,9,9.56
2319,9,9.57
2320,9,9.58
2321,9,9.59
2322,9,9.60
2323,9,9.61
2324,9,9.62
2325,9,9.63
2326,9,9.64
2327,9,9.65
2328,9,9.66
2329,9,9.67
2330,9,9.68
2331,9,9.69
2332,9,9.70
2333,9,9.71
2334,9,9.72
2335,9,9.73
2336,9,9.74
2337,9,9.75
2338,9,9.76
2339,9,9.77
2340,9,9.78
2341,9,9.79
2342,9,9.80
2343,9,9.81
2344,9,9.82
2345,9,9.83
2346,9,9.84
2347,9,9.85
2348,9,9.86
2349,9,9.87
2350,9,9.88
2351,9,9.89
2352,9,9.90
2353,9,9.91
2354,9,9.92
2355,9,9.93
2356,9,9.94
2357,9,9.95
2358,9,9.96
2359,9,9.97
2360,9,9.98
2361,9,9.99
2362,9,9.100
2363,9,9.101
2364,9,9.102
2365,9,9.103
2366,9,9.104
2367,9,9.105
2368,9,9.106
2369,9,9.107
2370,9,9.108
2371,9,9.109
2372,9,9.110
2373,9,9.111
2374,9,9.112
2375,9,9.113
2376,9,9.114
2377,9,9.115
2378,9,9.116
2379,9,9.117
2380,9,9.118
2381,9,9.119
2382,9,9.120
2383,9,9.121
2384,9,9.122
2385,9,9.123
2386,9,9.124
2387,9,9.125
2388,9,9.126
2389,9,9.127
2390,9,9.128
2391,9,9.129
2392,9,9.130
2393,9,9.131
2394,10,10.1
2395,10,10.2
2396,10,10.3
2397,10,10.4
2398,10,10.5
2399,10,10.6
2400,10,10.7
2401,10,10.8
2402,10,10.9
2403,10,10.10
2404,10,10.11
2405,10,10.12
2406,10,10.13
2407,10,10.14
2408,10,10.15
2409,10,10.16
2410,10,10.17
2411,10,10.18
2412,10,10.19
2413,10,10.20
2414,10,10.21
2415,10,10.22
2416,10,10.23
2417,10,10.24
2418,10,10.25
2419,10,10.26
2420,10,10.27
2421,10,10.28
2422,10,10.29
2423,10,10.30
2424,10,10.31
2425,10,10.32
2426,10,10.33
2427,10,10.34
2428,10,10.35
2429,10,10.36
2430,10,10.37
2431,10,10.38
2432,10,10.39
2433,10,10.40
2434,10,10.41
2435,10,10.42
2436,10,10.43
2437,10,10.44
2438,10,10.45
2439,10,10.46
2440,10,10.47
2441,10,10.48
2442,10,10.49
2443,10,10.50
2444,10,10.51
2445,10,10.52
2446,10,10.53
2447,10,10.54
2448,10,10.55
2449,10,10.56
2450,10,10.57
2451,10,10.58
2452,10,10.59
2453,10,10.60
2454,10,10.61
2455,10,10.62
2456,10,10.63
2457,10,10.64
2458,10,10.65
2459,10,10.66
2460,10,10.67
2461,10,10.68
2462,10,10.69
2463,10,10.70
2464,10,10.71
2465,10,10.72
2466,10,10.73
2467,10,10.74
2468,10,10.75
2469,10,10.76
2470,10,10.77
2471,10,10.78
2472,10,10.79
2473,10,10.80
2474,10,10.81
2475,10,10.82
2476,10,10.83
2477,10,10.84
2478,10,10.85
2479,10,10.86
2480,10,10.87
2481,10,10.88
2482,10,10.89
2483,10,10.90
2484,10,10.91
2485,10,10.92
2486,10,10.93
2487,10,10.94
2488,10,10.95
2489,10,10.96
2490,10,10.97
2491,10,10.98
2492,10,10.99
2493,10,10.100
2494,10,10.101
2495,10,10.102
2496,10,10.103
2497,10,10.104
2498,10,10.105
2499,10,10.106
2500,10,10.107
2501,10,10.108
2502,11,11.1
2503,11,11.2
2504,11,11.3
2505,11,11.4
2506,11,11.5
2507,11,11.6
2508,11,11.7
2509,11,11.8
2510,11,11.9
2511,11,11.10
2512,11,11.11
2513,11,11.12
2514,11,11.13
2515,11,11.14
2516,11,11.15
2517,11,11.16
2518,11,11.17
2519,11,11.18
2520,11,11.19
2521,11,11.20
2522,11,11.21
2523,11,11.22
2524,11,11.23
2525,11,11.24
2526,11,11.25
2527,11,11.26
2528,11,11.27
2529,11,11.28
2530,11,11.29
2531,11,11.30
2532,11,11.31
2533,11,11.32
2534,11,11.33
2535,11,11.34
2536,11,11.35
2537,11,11.36
2538,11,11.37
2539,11,11.38
2540,11,11.39
2541,11,11.40
2542,11,11.41
2543,11,11.42
2544,11,11.43
2545,11,11.44
2546,11,11.45
2547,11,11.46
2548,11,11.47
2549,11,11.48
2550,11,11.49
2551,11,11.50
2552,11,11.51
2553,11,11.52
2554,11,11.53
2555,11,11.54
2556,11,11.55
2557,11,11.56
2558,11,11.57
2559,11,11.58
2560,11,11.59
2561,11,11.60
2562,11,11.61
2563,11,11.62
2564,11,11.63
2565,11,11.64
2566,11,11.65
2567,11,11.66
2568,11,11.67
2569,11,11.68
2570,11,11.69
2571,11,11.70
2572,11,11.71
2573,11,11.72
2574,11,11.73
2575,11,11.74
2576,11,11.75
2577,11,11.76
2578,11,11.77
2579,11,11.78
2580,11,11.79
2581,11,11.80
2582,11,11.81
2583,11,11.82
2584,11,11.83
2585,11,11.84
2586,11,11.85
2587,11,11.86
2588,11,11.87
2589,11,11.88
2590,11,11.89
2591,11,11.90
2592,11,11.91
2593,11,11.92
2594,11,11.93
2595,11,11.94
2596,11,11.95
2597,11,11.96
2598,11,11.97
2599,11,11.98
2600,11,11.99
2601,11,11.100
2602,11,11.101
2603,11,11.102
2604,11,11.103
2605,11,11.104
2606,11,11.105
2607,11,11.106
2608,11,11.107
2609,11,11.108
2610,11,11.109
2611,11,11.110
2612,11,11.111
2613,11,11.112
2614,12,12.1
2615,12,12.2
2616,12,12.3
2617,12,12.4
2618,12,12.5
2619,12,12.6
2620,12,12.7
2621,12,12.8
2622,12,12.9
2623,12,12.10
2624,12,12.11
2625,12,12.12
2626,12,12.13
2627,12,12.14
2628,12,12.15
2629,12,12.16
2630,12,12.17
2631,12,12.18
2632,12,12.19
2633,12,12.20
2634,12,12.21
2635,12,12.22
2636,12,12.23
2637,12,12.24
2638,12,12.25
2639,12,12.26
2640,12,12.27
2641,12,12.28
2642,12,12.29
2643,12,12.30
2644,12,12.31
2645,12,12.32
2646,12,12.33
2647,12,12.34
2648,12,12.35
2649,12,12.36
2650,12,12.37
2651,12,12.38
2652,12,12.39
2653,12,12.40
2654,12,12.41
2655,12,12.42
2656,12,12.43
2657,12,12.44
2658,12,12.45
2659,12,12.46
2660,12,12.47
2661,12,12.48
2662,12,12.49
2663,12,12.50
2664,12,12.51
2665,12,12.52
2666,12,12.53
2667,12,12.54
2668,12,12.55
2669,12,12.56
2670,12,12.57
2671,12,12.58
2672,12,12.59
